id|company_id|services_scope_cn|service_hotline|email|address_cn|added_detail_cn|tips_cn
001-002-034-0168|001-002-034|青衣南|2435-1000||青衣路15號（美景花園對面）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0169|001-002-034|百老匯街|2742-8591||美孚新村第8期百老匯街94-132號||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0170|001-002-034|青山道|2310-2535||青山道528-530號（近明愛醫院）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0171|001-002-034|大窩口|2420-1033||青山公路698-704號荃灣段（出九龍方向）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0172|001-002-034|荃灣|2422-0605||青山公路739-745號荃灣段（入屯門方向）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0173|001-002-034|葵涌|2741-6215||青山道99號（近華景山莊）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0174|001-002-034|青衣北|2497-3232||青衣西路183號（近北橋迴旋處）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0175|001-002-034|旺角道|2392 1830||旺角道15號||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0176|001-002-034|大埔道|2382-6038||大埔道332號 (向深水埗方向，近美荷樓/前北九龍裁判法院)|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0177|001-002-034|何文田|2713-0319||窩打老道82號（與培正道交界）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0178|001-002-034|界限街|2337-2278||界限街113號（近方方樂趣弘爵國際學校）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0179|001-002-034|啟德|2383-9942||太子道東594號（舊機場對面）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0180|001-002-034|蕪湖街|2362-4371||蕪湖街165-171號（近漆咸道）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0181|001-002-034|沙田|2649-3711||崗背街18號||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0182|001-002-034|九龍灣#1|2758-8595||啟福道7號（往觀塘方向）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0183|001-002-034|軍器廠街|2865-3563||駱克道1號（與軍器廠街交界）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0184|001-002-034|成和道|2574-6490||成和道50號（警局側）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0185|001-002-034|清水灣道|2325-5768||清水灣道（近安達臣道）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0186|001-002-034|九龍灣#2|2798-9366||啟福道4號（向舊機場往紅磡方向）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0187|001-002-034|黃泥涌峽道|2574-5408||黃泥涌峽道（香港網球中心對面）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0188|001-002-034|黃竹坑|2553-6881||黃竹坑道66號（香港仔運動場側）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0189|001-002-034|石門|2686-9865||石門安平街11號|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0190|001-002-034|交通廣場|2479-7779||鳳翔路2-6號（交通廣場）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0191|001-002-034|北角 (東方石油油站)|2563-9151||渣華道311號（柯達大廈側）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0192|001-002-034|香港仔|2580-8388||黃竹坑道3號（香港仔工業學校旁）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0193|001-002-034|錦繡花園|2471-8006||錦繡花園||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0194|001-002-034|馬鞍山|2630-5330||恆耀街9號（海典灣對出迴旋處轉入加氣站旁）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0195|001-002-034|海華路|2618-2686||海華路38號（屯門中央廣場對面）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0196|001-002-034|將軍澳|2704-3809||寶琳北路21號（近消防局）|油站設施：車用石油氣|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0197|001-002-034|屏山|2475-9773||唐人新村路4號（近惠群小學）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0198|001-002-034|西貢|2792-2741||西貢公路（近西貢市中心）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0199|001-002-034|藍地|2453-3125||青山公路121號（妙法寺對面）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0200|001-002-034|大埔|2656-1075||廣福道1M號（政府合署後面）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0201|001-002-034|赤柱|2383-1115||赤柱村道34號|油站設施：車用石油氣|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0202|001-002-034|杏花邨|2505-0033||常茂街8號（城巴車廠旁）|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0203|001-002-034|柴灣 (東方石油油站)|2558-7510||豐業街23號|油站設施：車用石油氣|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0204|001-002-034|新田|2471-5833||青山公路新田段3465號（近大夫第）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0205|001-002-034|田廈路|2448-2080||田廈路70號（近協基會鍚安堂）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0206|001-002-034|太和路|2664-1668||大埔太和路9號（近太湖花園）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-034-0207|001-002-034|粉嶺|2670-4161||馬會道339號|油站設施：車用石油氣 /車用石油氣泵台付款|本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0208|001-002-035|窩打老道站|2711 2563||窩打老道 (近培正道)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0209|001-002-035|公主道站|2713 9522||公主道 (愛民村對面)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0210|001-002-035|大坑東站|2777 9010||大坑東道 (又一村道口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0211|001-002-035|大埔道站|2777 6826||大埔道 (元州街口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0212|001-002-035|元州街站|2729 2830||元州街 (東沙島街口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0213|001-002-035|大環道站|2362 9558||紅磡大環道||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0214|001-002-035|海旁站|2576 6246||告士打道 (百德新街口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0215|001-002-035|灣仔站|2573 5547||軒尼詩道 (莊士頓道口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0216|001-002-035|蒲崗村道站|2329 6536||蒲崗村道與豐盛街交界||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0217|001-002-035|沙田嶺站|2601 9573||大埔道 (近大圍沙田茵)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0218|001-002-035|成和道站|2572 4739||跑馬地成和道30 號||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0219|001-002-035|大圍站|2601 9145||沙田大圍文林路與文禮路交界||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0220|001-002-035|筲箕灣站|2560 7276||筲箕灣太安樓||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0221|001-002-035|荃灣站|2426 8129||荃灣青山道 (近大窩口村)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0222|001-002-035|香港仔站|2552 6402||香港仔黃竹坑道||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0223|001-002-035|青衣站|2431 0000||青衣西路(楓樹窩)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0224|001-002-035|清水灣站|2719 8316||清水灣道坑口村(舊無線電視城入口)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0225|001-002-035|柴灣站|2557 6599||新業街 6 號 (安力工業中心)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0226|001-002-035|大埔墟站|2651 7208||大埔墟廣福道||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0227|001-002-035|錦田站|2488 5700||石崗錦田路||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0228|001-002-035|梅窩站|2984 1639||大嶼山，梅窩||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0229|001-002-035|粉嶺九龍坑站|2676 7724||粉嶺大埔公路(九龍坑段)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0230|001-002-035|大棠路站|2488 4462||元朗大棠道||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0231|001-002-035|馬會道站|2669 0245||馬會道 (近粉嶺裁判署)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0232|001-002-035|咖啡灣站|2618 6644||屯門青山公路咖啡灣||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0233|001-002-035|朗廈站|2471 9141||青山公路 (近錦繡花園)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0234|001-002-035|錦綉花園站|2471 5422||青山公路 (近大生圍)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0235|001-002-035|水邊村站|2479 6660||青山公路元朗段 (近水邊村)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0236|001-002-035|唐人新村站|2470 2952||青山公路新喜村街口||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0237|001-002-035|洪水橋站|2479 3669||元朗青山公路(洪水橋段)||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0238|001-002-035|藍地站|2447 1593||屯門青磚圍||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-002-035-0239|001-002-035|天水圍站|2445 0930||青山公路洪天路(石埔村）||本周折扣優惠 (https://oil-price.consumer.org.hk/tc/weekly-discount)
001-003-036-0240|001-003-036|大埔運動場|3702-6380|info@cstl.com.hk|大埔運動場停車場|AC 中速充電 x 3|
001-003-036-0241|001-003-036|大本型|3702-6380|info@cstl.com.hk|油塘鯉魚門道80號|AC 中速充電|
001-003-036-0242|001-003-036|大埔運動場|3702-6380|info@cstl.com.hk|大埔運動場停車場|AC 中速充電 x 3|
001-003-036-0243|001-003-036|大本型|3702-6380|info@cstl.com.hk|油塘鯉魚門道80號|AC 中速充電|
001-003-036-0244|001-003-036|錦綉花園商場停車場|3702-6380|info@cstl.com.hk|錦綉花園銀杏路3號|DC 快速充電 x 2|
001-003-037-0245|001-003-037|Gateway-Tsing Yi|3695-0396|contact@hkevpower.com|青衣長輝路08號Gateway-Tsing Yi|AC 中速充電 x 6|
001-003-037-0246|001-003-037|K11 Atelier King's Road|3695-0396|contact@hkevpower.com|香港島北角英皇道728號B3/F|AC 中速充電 x 2|
001-003-037-0247|001-003-037|K11 Musea 文化矽谷|3695-0396|contact@hkevpower.com|九龍尖沙咀梳士巴利道18號|DC 快速充電 x 2|
001-003-037-0248|001-003-037|K11 Musea 文化矽谷|3695-0396|contact@hkevpower.com|九龍尖沙咀梳士巴利道18號|AC 中速充電 x 14|
001-003-037-0249|001-003-037|K11 購物藝術館|3695-0396|contact@hkevpower.com|九龍尖沙咀河內道18號K11購物藝術館停車場地庫四樓|AC 中速充電|
001-003-037-0250|001-003-037|Park Yoho 停車場 第1B期|3695-0396|contact@hkevpower.com|元朗青山公路18號峻巒 1A|AC 中速充電 x 2|
001-003-037-0251|001-003-037|Park Yoho 停車場 第2A期|3695-0396|contact@hkevpower.com|元朗青山公路18號峻巒 1B|AC 中速充電 x 2|
001-003-037-0252|001-003-037|Park Yoho 停車場 第2C期|3695-0396|contact@hkevpower.com|元朗青山公路18號Park Yoho Car Park 第2C期|AC 中速充電 x 1|
001-003-037-0253|001-003-037|PopCorn 1|3695-0396|contact@hkevpower.com|將軍澳唐賢街9號PopCorn一期|AC 中速充電 x 1|
001-003-037-0254|001-003-037|PopCorn 2|3695-0396|contact@hkevpower.com|將軍澳唐俊街9號PopCorn二期|AC 中速充電 x 1|
001-003-037-0255|001-003-037|The One|3695-0396|contact@hkevpower.com|尖沙咀彌敦道100號The One|AC 中速充電 x 2|
001-003-037-0256|001-003-037|The Pulse|3695-0396|contact@hkevpower.com|淺水灣海灘道28號The Pulse|DC 快速充電 x 1 AC 中速充電 x 1|
001-003-037-0257|001-003-037|Wetland Seasons Park|3695-0396|contact@hkevpower.com|天水圍濕地公園路Wetland Seasons Park|DC 快速充電 x 1 AC 中速充電 x 7|
001-003-037-0258|001-003-037|世貿中心|3695-0396|contact@hkevpower.com|銅鑼灣告士打道280號世貿中心|AC 中速充電|
001-003-037-0259|001-003-037|九龍灣國際展貿中心|3695-0396|contact@hkevpower.com|九龍九龍灣展貿徑1號九龍灣國際展貿中心停車場地庫二樓|AC 中速充電|
001-003-037-0260|001-003-037|傲瀧|3695-0396|contact@hkevpower.com|西貢清水灣道663號傲瀧|AC 中速充電|
001-003-037-0261|001-003-037|傲騰廣場|3695-0396|contact@hkevpower.com|九龍灣啓興道3號|AC 中速充電|
001-003-037-0262|001-003-037|利園一期|3695-0396|contact@hkevpower.com|銅鑼灣希慎道33號利園一期|AC 中速充電|
001-003-037-0263|001-003-037|利園二期|3695-0396|contact@hkevpower.com|銅鑼灣恩平道2-38號利園二期|AC 中速充電|
001-003-037-0264|001-003-037|北區政府合署|3695-0396|contact@hkevpower.com|新界粉嶺璧峰路3號北區政府合署|AC 中速充電|
001-003-037-0265|001-003-037|北角政府合署|3695-0396|contact@hkevpower.com|北角渣華道333號北角政府合署|AC 中速充電|
001-003-037-0266|001-003-037|匯八坊|3695-0396|contact@hkevpower.com|牛頭角清水灣道8號匯八坊|AC 中速充電|
001-003-037-0267|001-003-037|友邦九龍金融中心|3695-0396|contact@hkevpower.com|新蒲崗太子道東712號|AC 中速充電|
001-003-037-0268|001-003-037|友邦廣場|3695-0396|contact@hkevpower.com|銅鑼灣宏安道28號|AC 中速充電|
001-003-037-0269|001-003-037|名城一期|3695-0396|contact@hkevpower.com|大圍美田路1號名城一期|AC 中速充電|
001-003-037-0270|001-003-037|嘉亨灣|3695-0396|contact@hkevpower.com|西灣河太康街38號嘉亨灣|AC 中速充電|
001-003-037-0271|001-003-037|嘉里中心|3695-0396|contact@hkevpower.com|鰂魚涌海澤街28號嘉里中心|AC 中速充電|
001-003-037-0272|001-003-037|國際金融中心一期|3695-0396|contact@hkevpower.com|港景街1號|AC 中速充電|
